"","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm","brand","car_type","age"
"7413",2014,600,116,"Diesel","Individual","Manual","First Owner",19.01,1461,108.45,5,248,2250,"Renault","Small",7
"7414",2013,275,104.3,"Diesel","Individual","Manual","First Owner",20,1399,68.1,5,160,2000,"Ford","Small",8
"7415",2018,700,30,"Diesel","Individual","Manual","First Owner",25.32,1198,77,6,190,2250,"Mahindra","Medium",3
"7416",2014,3250,33,"Diesel","Individual","Automatic","First Owner",11.3,2987,254.8,7,619,2400,"Mercedes-Benz","Medium",7
"7417",2020,800,25,"Diesel","Individual","Manual","First Owner",21.66,1498,108.62,5,250,3000,"Volkswagen","Small",1
"7418",2014,2200,60,"Diesel","Individual","Automatic","First Owner",17.68,1968,174.33,5,380,2500,"Audi","Small",7
"7419",2007,245,121,"Diesel","Individual","Manual","Second Owner",18.1,1493,110,5,24,2750,"Hyundai","Small",14
"7420",2010,310,120,"Diesel","Individual","Manual","Second Owner",16.8,1493,110,5,24,2750,"Hyundai","Small",11
"7421",2007,245,120,"Diesel","Individual","Manual","Second Owner",18.1,1493,110,5,24,2750,"Hyundai","Small",14
"7422",2011,450,110,"Petrol","Individual","Manual","First Owner",16.47,1198,73.9,5,110,3750,"Volkswagen","Small",10
"7423",2013,850,84,"Diesel","Individual","Automatic","Second Owner",16.96,1968,138.03,5,320,2500,"Volkswagen","Small",8
"7424",2004,325,120,"Petrol","Individual","Automatic","Third Owner",10.1,2354,152,5,215,3600,"Honda","Small",17
"7425",2013,410,100,"Diesel","Individual","Manual","Third Owner",22.9,1248,74,5,190,2000,"Maruti","Small",8
"7426",2018,5500,50,"Diesel","Individual","Automatic","First Owner",11.2,1969,235,5,480,480,"Volvo","Small",3
"7427",2015,1000,73.5,"Diesel","Individual","Manual","First Owner",19.67,1582,126.2,5,259,2750,"Hyundai","Small",6
"7428",2016,590,34,"Diesel","Individual","Manual","Second Owner",24.4,1120,71,5,180,2500,"Hyundai","Small",5
"7429",2019,1200,23,"Diesel","Individual","Manual","First Owner",20.45,1461,108.5,5,240,1750,"Nissan","Small",2
"7430",2008,175,163,"Diesel","Individual","Manual","Third Owner",17.8,1399,68,5,16,2000,"Ford","Small",13
"7431",2011,300,119,"Diesel","Individual","Manual","Second Owner",16.52,1991,123.7,5,305,2000,"Chevrolet","Small",10
"7432",2017,2175,50,"Diesel","Individual","Automatic","First Owner",11.36,2755,171.5,7,360,3400,"Toyota","Medium",4
"7433",2019,1110,10.5,"Diesel","Individual","Manual","First Owner",25.6,1498,97.9,5,200,1750,"Honda","Small",2
"7434",2000,150,280,"Diesel","Individual","Manual","Second Owner",14.8,1998,68,5,12,3000,"Mitsubishi","Small",21
"7435",2013,325,155,"Diesel","Individual","Manual","Second Owner",20.54,1598,103.6,5,250,2500,"Volkswagen","Small",8
"7436",2010,325,163,"Diesel","Individual","Manual","First Owner",17.8,1399,68,5,16,2000,"Ford","Small",11
"7437",2008,280,75,"Petrol","Individual","Manual","First Owner",17.7,1497,78,5,12,2700,"Honda","Small",13
"7438",2008,160,56,"Petrol","Individual","Manual","Third Owner",16.582,1290.6,76.335,5.25,55.15,3205,"Maruti","Medium",13
"7439",2016,765,80,"Diesel","Individual","Manual","First Owner",26,1498,98.6,5,200,1750,"Honda","Small",5
"7440",2014,640,120,"Diesel","Individual","Manual","Second Owner",26,1498,98.6,5,200,1750,"Honda","Small",7
"7441",2007,65,120,"Diesel","Individual","Manual","Third Owner",17.88,1396,52.8,5,85,2500,"Tata","Small",14
"7442",2007,195,175,"Diesel","Individual","Manual","Second Owner",18.7,1896,66,5,210,1900,"Skoda","Small",14
"7443",2017,295,15,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,69,3500,"Maruti","Small",4
"7444",2012,625,100,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,190,2000,"Maruti","Small",9
"7445",2009,160,80,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",12
"7446",2015,330,84,"Petrol","Individual","Manual","Second Owner",23.1,998,67.04,5,90,3500,"Maruti","Small",6
"7447",2010,180,50,"Petrol","Individual","Manual","Second Owner",15.6,1196,70,5,102,4000,"Ford","Small",11
"7448",2003,70,50,"Petrol","Individual","Manual","Second Owner",16.62,906.25,47.69,4.35,64.55,2800,"Fiat","Small",18
"7449",2012,150,35,"Petrol","Individual","Manual","Second Owner",14,796,35,5,6,3000,"Maruti","Small",9
"7450",2011,300,30,"Petrol","Individual","Manual","First Owner",19.81,1086,68.05,5,99,4500,"Hyundai","Small",10
"7451",2018,730,2.39,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",3
"7452",2017,650,16.2,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,200,1750,"Maruti","Small",4
"7453",2019,366,15,"Petrol","Individual","Manual","First Owner",23.95,998,67.1,5,90,3500,"Maruti","Small",2
"7454",2019,1149,5,"Petrol","Individual","Manual","First Owner",17,1591,121.3,5,151,4850,"Hyundai","Small",2
"7455",2016,150,42,"Petrol","Individual","Manual","First Owner",20.63,1198,67,5,104,4000,"Datsun","Small",5
"7456",2013,187,120,"Petrol","Individual","Manual","Second Owner",17.92,1086,62.1,5,96,3000,"Hyundai","Small",8
"7457",2011,425,60,"Diesel","Individual","Manual","Second Owner",13.93,2179,138.03,7,320,2700,"Tata","Medium",10
"7458",2012,150,76,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",9
"7459",2018,620,15,"Petrol","Individual","Manual","First Owner",20.4,1194,94.93,5,120,4250,"Ford","Small",3
"7460",2007,250,100,"Diesel","Individual","Manual","Second Owner",16.6,1896,122.4,5,21,1900,"Skoda","Small",14
"7461",2012,475,83,"Petrol","Individual","Automatic","First Owner",15.74,1591,121.3,5,154,4200,"Hyundai","Small",9
"7462",2016,750,67.6,"Diesel","Individual","Automatic","First Owner",14.81,1998,163.7,5,360,2000,"Chevrolet","Small",5
"7463",2015,1250,160,"Diesel","Individual","Manual","Second Owner",13.5,2477,178,7,400,2500,"Mitsubishi","Medium",6
"7464",2014,250,80,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",7
"7465",2013,445,100,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,200,1750,"Honda","Small",8
"7466",2010,400,100,"Diesel","Individual","Manual","First Owner",15,1896,105,5,25,1900,"Volkswagen","Small",11
"7467",2010,350,90,"Diesel","Individual","Manual","Second Owner",23,1396,90,5,22,2750,"Hyundai","Small",11
"7468",2012,295,140,"Diesel","Individual","Manual","First Owner",20.5,1598,103.5,5,250,2500,"Skoda","Small",9
"7469",2018,600,25,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",3
"7470",2018,1650,20,"Diesel","Individual","Manual","First Owner",13.68,2393,147.8,8,343,2800,"Toyota","Medium",3
"7471",2012,100,30,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",9
"7472",2018,690,13,"Petrol","Individual","Manual","First Owner",20.4,1194,94.93,5,120,4250,"Ford","Small",3
"7473",2018,710,42,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",3
"7474",2018,350,10,"Petrol","Individual","Manual","Second Owner",20.3,998,68.05,5,94,3500,"Hyundai","Small",3
"7475",2012,220,13,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,90,3500,"Maruti","Small",9
"7476",2019,700,6.5,"Petrol","Individual","Manual","First Owner",20,999,72,7,96,3500,"Renault","Medium",2
"7477",2013,198,49.5,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",8
"7478",2011,350,50,"Diesel","Individual","Manual","First Owner",23,1396,90,5,22,2750,"Hyundai","Small",10
"7479",2016,650,35,"Petrol","Individual","Manual","Second Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",5
"7480",2015,380,120,"Diesel","Individual","Manual","Second Owner",21.03,1461,65,5,160,2000,"Mahindra","Small",6
"7481",2014,360,50,"Petrol","Individual","Manual","Second Owner",17.57,1193,88.7,5,140,4000,"Tata","Small",7
"7482",2012,385,116,"Petrol","Individual","Manual","First Owner",15,1598,103.5,5,153,3800,"Skoda","Small",9
"7483",2012,590,110,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",9
"7484",2013,750,70,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",8
"7485",2011,255,100,"Diesel","Individual","Manual","Third Owner",20.3,1248,75,5,197,1750,"Fiat","Small",10
"7486",2015,499,20,"Petrol","Individual","Manual","First Owner",18.9,1197,81.86,5,113,4000,"Hyundai","Small",6
"7487",2018,730,60,"Diesel","Individual","Automatic","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",3
"7488",2016,650,30,"Diesel","Individual","Manual","Second Owner",27.3,1498,98.6,5,200,1750,"Honda","Small",5
"7489",2012,220,75,"Diesel","Individual","Manual","First Owner",23.08,1461,63.12,5,160,2000,"Renault","Small",9
"7490",2006,230,110,"Petrol","Individual","Manual","Third Owner",16.279,1566.4,79.84,5.65,101.3,2927.5,"Maruti","Medium",15
"7491",2006,215,90,"Petrol","Individual","Manual","Fourth & Above Owner",15.4,1567.45,89.82,5.65,78.6,3250,"Maruti","Medium",15
"7492",2006,100,110,"Diesel","Individual","Manual","Third Owner",16.8,1405,62,5,12,2500,"Tata","Small",15
"7493",2004,110,120,"Petrol","Individual","Manual","Fourth & Above Owner",14.4,1599,94,5,12,3500,"Hyundai","Small",17
"7494",2009,152,48,"Diesel","Individual","Manual","Second Owner",17,1405,71,5,135,2500,"Tata","Small",12
"7495",2020,600,5,"Petrol","Individual","Automatic","First Owner",20.89,1197,81.8,5,113,4200,"Maruti","Small",1
"7496",2016,620,120,"Diesel","Individual","Manual","First Owner",13.58,2499,72.4,10,171,1800,"Chevrolet","Large",5
"7497",2018,780,116,"Diesel","Individual","Manual","First Owner",23.59,1364,67.05,5,170,2400,"Toyota","Small",3
"7498",2020,445,1,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",1
"7499",2018,575,15,"Petrol","Individual","Automatic","First Owner",17.36,1197,81.86,5,113,4000,"Hyundai","Small",3
"7500",2018,975,5,"Diesel","Individual","Manual","First Owner",25.1,1248,88.5,5,200,1750,"Maruti","Small",3
"7501",2019,450,3.5,"Petrol","Individual","Manual","First Owner",23.84,1199,83.83,5,114,3500,"Tata","Small",2
"7502",2015,480,80,"Diesel","Individual","Manual","First Owner",25.83,1498,99,5,215,3000,"Ford","Small",6
"7503",2008,110,48.68,"Petrol","Individual","Manual","First Owner",19.7,796,35,8,6,3000,"Maruti","Medium",13
"7504",2006,105,60,"Petrol","Individual","Manual","Third Owner",16.857,1185.8,70.335,5,70.1,3455,"Hyundai","Small",15
"7505",2018,5830,30,"Diesel","Individual","Automatic","First Owner",17.09,2993,261.4,4,620,2500,"BMW","Small",3
"7506",2014,415,72,"Petrol","Dealer","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",7
"7507",2015,475,51,"Petrol","Dealer","Manual","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",6
"7508",2017,525,29,"Petrol","Dealer","Manual","First Owner",20.89,1197,81.8,5,113,4200,"Maruti","Small",4
"7509",2015,365,28,"Petrol","Dealer","Manual","First Owner",20.52,1197,81.8,5,113,4200,"Maruti","Small",6
"7510",2011,375,97,"Diesel","Dealer","Manual","First Owner",25.2,1248,74,5,190,2000,"Maruti","Small",10
"7511",2018,765,59,"Diesel","Dealer","Manual","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",3
"7512",2019,770,27,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",2
"7513",2018,350,30,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",3
"7514",2015,875,70,"Diesel","Individual","Manual","First Owner",15.4,1997,120,7,280,2800,"Mahindra","Medium",6
"7515",2014,780,69,"Diesel","Dealer","Manual","First Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",7
"7516",2018,990,15,"Diesel","Individual","Manual","First Owner",25.1,1248,88.5,5,200,1750,"Maruti","Small",3
"7517",2019,800,35.7,"Diesel","Dealer","Manual","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",2
"7518",2012,350,120,"Diesel","Individual","Manual","Third Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",9
"7519",2013,325,120,"Diesel","Individual","Manual","First Owner",22.07,1199,73.9,5,180,2000,"Volkswagen","Small",8
"7520",2013,360,80,"Diesel","Individual","Manual","First Owner",22.07,1199,73.9,5,180,2000,"Volkswagen","Small",8
"7521",2010,148,120,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,90,3500,"Maruti","Small",11
"7522",2017,670,36,"Diesel","Individual","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",4
"7523",2014,431,120,"Diesel","Individual","Manual","First Owner",23.59,1364,67.04,5,170,2400,"Toyota","Small",7
"7524",2017,260,9,"Petrol","Individual","Manual","First Owner",16.8,796,34.2,8,59,2500,"Maruti","Medium",4
"7525",2012,70,50,"Petrol","Individual","Manual","Second Owner",25.4,624,37.48,4,51,500,"Tata","Small",9
"7526",2019,300,35,"Petrol","Individual","Manual","First Owner",23.01,999,67,5,91,4250,"Renault","Small",2
"7527",2011,150,130,"Diesel","Individual","Manual","Second Owner",14,2498,112,7,260,2200,"Mahindra","Medium",10
"7528",2010,260,70,"Diesel","Individual","Manual","First Owner",20,1399,68,5,160,2000,"Ford","Small",11
"7529",2012,320,90,"Diesel","Individual","Manual","Third Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",9
"7530",2018,700,35,"Petrol","Individual","Manual","First Owner",17,1198,108.5,5,170,4000,"Tata","Small",3
"7531",2012,415,80,"Petrol","Individual","Manual","First Owner",16.47,1198,73.9,5,110,3750,"Volkswagen","Small",9
"7532",2008,260,120,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,190,2000,"Maruti","Small",13
"7533",2011,70,80,"Petrol","Individual","Manual","First Owner",26,624,35,4,48,3000,"Tata","Small",10
"7534",2015,515,30,"Petrol","Individual","Manual","First Owner",17.71,1197,78.9,5,104,3100,"Toyota","Small",6
"7535",2016,804,60,"Diesel","Individual","Manual","First Owner",23.9,1582,126.2,5,259,2750,"Hyundai","Small",5
"7536",2007,275,200,"Diesel","Individual","Manual","Second Owner",16.6,1896,122.4,5,21,1900,"Skoda","Small",14
"7537",2017,934,101,"Diesel","Individual","Manual","First Owner",22.77,1498,98.59,5,205,3250,"Ford","Small",4
"7538",2007,210,110,"Diesel","Individual","Manual","First Owner",17.8,1399,68,5,16,2000,"Ford","Small",14
"7539",2014,1050,136,"Diesel","Individual","Manual","Third Owner",12.99,2494,100.6,8,200,3400,"Toyota","Medium",7
"7540",2011,650,250,"Diesel","Individual","Manual","Second Owner",14.8,2499,80,7,19,1800,"Chevrolet","Medium",10
"7541",2012,550,74,"Diesel","Individual","Manual","Fourth & Above Owner",17.3,1998,163.7,5,380,2000,"Chevrolet","Small",9
"7542",2010,285,265,"Diesel","Individual","Manual","Fourth & Above Owner",14.8,2499,80,9,19,1800,"Chevrolet","Large",11
"7543",2015,700,22.7,"Petrol","Individual","Manual","First Owner",18.7,1199,88.7,5,110,4800,"Honda","Small",6
"7544",2016,525,45,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",5
"7545",2011,250,36,"Petrol","Individual","Manual","Second Owner",15.37,1196,73,5,101,3000,"Maruti","Small",10
"7546",2015,575,57,"Diesel","Individual","Manual","Second Owner",26.59,1248,74,5,190,2000,"Maruti","Small",6
"7547",2018,540,33,"Diesel","Individual","Manual","First Owner",27.28,1047,69,5,140,3000,"Tata","Small",3
"7548",2012,560,59,"Petrol","Individual","Manual","First Owner",16.02,1373,93.7,7,130,4000,"Maruti","Medium",9
"7549",2012,380,200,"Diesel","Individual","Manual","First Owner",20.54,1598,103.6,5,250,2500,"Volkswagen","Small",9
"7550",2011,240,80,"Petrol","Individual","Manual","Second Owner",15.6,1196,70,5,102,4000,"Ford","Small",10
"7551",2018,280,50,"Petrol","Individual","Manual","First Owner",22.7,799,53.64,5,72,4386,"Datsun","Small",3
"7552",2011,350,118,"Diesel","Individual","Manual","Second Owner",21.1,1248,73.9,5,113,4500,"Maruti","Small",10
"7553",2014,110,250,"Diesel","Individual","Manual","Second Owner",19.1,1405,70,5,135,2500,"Tata","Small",7
"7554",2018,980,20,"Diesel","Individual","Manual","First Owner",21.5,1497,108.5,5,260,2750,"Tata","Small",3
"7555",2018,970,21.87,"Diesel","Individual","Manual","First Owner",21.5,1497,108.5,5,260,2750,"Tata","Small",3
"7556",2016,357,120,"Diesel","Individual","Manual","First Owner",25.32,1198,77,6,190,2250,"Mahindra","Medium",5
"7557",2014,280,100,"Diesel","Individual","Manual","First Owner",19.1,1405,70,5,135,2500,"Tata","Small",7
"7558",2012,430,50,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",9
"7559",2014,217,50,"Diesel","Individual","Manual","First Owner",21.5045,1055.05,63.356,5,100.3,3487.5,"Maruti","Small",7
"7560",2015,250,70,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",6
"7561",2016,525,80,"Diesel","Individual","Manual","First Owner",18.2,1248,73.74,8,172,1750,"Chevrolet","Medium",5
"7562",2018,500,25,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",3
"7563",2019,1000,60,"Diesel","Individual","Manual","First Owner",16.36,2179,120,7,280,2800,"Mahindra","Medium",2
"7564",2017,316,25,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,69,3500,"Maruti","Small",4
"7565",2018,350,50,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,69,3500,"Maruti","Small",3
"7566",2018,950,14,"Diesel","Individual","Manual","First Owner",21.5,1497,108.5,5,260,2750,"Tata","Small",3
"7567",2005,45,55.42,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,59,2500,"Maruti","Small",16
"7568",2013,475,76,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",8
"7569",2020,3200,3,"Diesel","Individual","Automatic","First Owner",15.04,2755,174.5,7,450,2400,"Toyota","Medium",1
"7570",2016,600,139,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,240,2800,"Mahindra","Medium",5
"7571",2014,430,100,"Petrol","Individual","Manual","First Owner",15.04,1598,103.2,5,153,3800,"Volkswagen","Small",7
"7572",2015,965,60,"Diesel","Individual","Manual","First Owner",19.67,1582,126.2,5,259,2750,"Hyundai","Small",6
"7573",2013,395,35,"Petrol","Individual","Automatic","Second Owner",14.3,1598,103.5,5,153,3800,"Skoda","Small",8
"7574",2008,150,120,"Diesel","Individual","Manual","First Owner",12.2,1948,68,9,115,2500,"Tata","Large",13
"7575",2013,700,37.66,"Diesel","Individual","Manual","First Owner",20.77,1248,88.8,7,200,1750,"Maruti","Medium",8
"7576",2012,250,89,"Diesel","Individual","Manual","Second Owner",23.2,1248,73.94,5,190,2000,"Maruti","Small",9
"7577",2013,680,37.5,"Diesel","Individual","Manual","Second Owner",20.77,1248,88.8,7,200,1750,"Maruti","Medium",8
"7578",2018,500,5,"Petrol","Individual","Automatic","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",3
"7579",2013,420,21,"Petrol","Individual","Manual","First Owner",18.9,1197,81.86,5,113,4000,"Hyundai","Small",8
"7580",2017,290,10,"Petrol","Individual","Manual","Second Owner",23.95,998,67.05,5,90,3500,"Maruti","Small",4
"7581",2017,750,30,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",4
"7582",2015,300,19.8,"Petrol","Individual","Manual","First Owner",15.37,1196,73,7,101,3000,"Maruti","Medium",6
"7583",2011,250,90,"Diesel","Individual","Manual","Third Owner",21.1,1248,73.9,5,113,4500,"Maruti","Small",10
"7584",2014,335,33.03,"Petrol","Dealer","Manual","First Owner",19.4,1198,86.8,5,109,4500,"Honda","Small",7
"7585",2015,465,63.06,"Petrol","Dealer","Automatic","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",6
"7586",2007,100,70,"Petrol","Individual","Manual","Second Owner",18.9,1061,67,5,84,3500,"Maruti","Small",14
"7587",2007,100,80,"Petrol","Individual","Manual","Second Owner",17.3,1061,64,5,8,3500,"Maruti","Small",14
"7588",2013,550,120,"Diesel","Individual","Manual","Third Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",8
"7589",2012,341,120,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",9
"7590",2017,600,50,"Diesel","Individual","Manual","First Owner",24,1186,73.97,5,190,2250,"Hyundai","Small",4
"7591",2014,650,167,"Diesel","Individual","Manual","First Owner",25.1,1498,98.6,5,200,1750,"Honda","Small",7
"7592",2008,75.53,80,"Petrol","Individual","Manual","First Owner",16,995,63,5,90,4200,"Chevrolet","Small",13
"7593",2014,215,100,"Diesel","Individual","Manual","Second Owner",25,1396,69.01,5,140,3000,"Tata","Small",7
"7594",2017,650,60,"Diesel","Individual","Manual","First Owner",28.09,1248,88.5,5,200,1750,"Maruti","Small",4
"7595",2017,900,50,"Diesel","Individual","Manual","First Owner",20.37,1461,108.45,5,240,1750,"Renault","Small",4
"7596",2014,500,17,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",7
"7597",2017,550,46,"Petrol","Individual","Manual","First Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",4
"7598",2015,475,60,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,190,2000,"Maruti","Small",6
"7599",2006,65,198,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",15
"7600",2015,425,60,"Diesel","Individual","Manual","First Owner",24.4,1120,71,5,180,2500,"Hyundai","Small",6
"7601",2012,477,90,"Diesel","Individual","Manual","Fourth & Above Owner",21.43,1364,87.2,5,205,2800,"Toyota","Small",9
"7602",2011,150,40,"Petrol","Individual","Manual","Second Owner",18,995,62,5,90,4200,"Chevrolet","Small",10
"7603",2011,225,90,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",10
"7604",2010,190,80,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",11
"7605",2003,100,164,"Petrol","Individual","Manual","Third Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",18
"7606",2011,400,70,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",10
"7607",2018,3975,31.8,"Diesel","Dealer","Automatic","First Owner",17.01,1968,188,5,400,3000,"Audi","Small",3
"7608",2016,1350,74,"Petrol","Dealer","Automatic","First Owner",13.7,1997,153.86,5,190,4300,"Honda","Small",5
"7609",2019,5150,20,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,202,5200,"Lexus","Small",2
"7610",2017,3200,45,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,430,2500,"Jaguar","Small",4
"7611",2017,4100,17,"Petrol","Individual","Automatic","First Owner",9.5,3604,280,5,347,4300,"Jeep","Small",4
"7612",2018,900,12,"Diesel","Dealer","Manual","First Owner",16.55,2498,105,6,247,2000,"Mahindra","Medium",3
"7613",2016,2000,68.09,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,213,4500,"Toyota","Small",5
"7614",2016,550,56.49,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,110,4800,"Honda","Small",5
"7615",2013,750,79.33,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,200,3600,"Toyota","Medium",8
"7616",2019,779,7.03,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,110,4800,"Honda","Small",2
"7617",2018,4000,10,"Diesel","Dealer","Automatic","First Owner",22.48,1995,187.74,5,400,2500,"BMW","Small",3
"7618",2019,5200,17,"Petrol","Dealer","Automatic","First Owner",15,1991,194.4,5,300,4000,"Mercedes-Benz","Small",2
"7619",2019,4500,21,"Diesel","Dealer","Automatic","First Owner",12.83,1999,148.31,7,382,2250,"Land Rover","Medium",2
"7620",2017,970,26.5,"Diesel","Dealer","Manual","First Owner",17.6,2179,147.94,7,320,3000,"Tata","Medium",4
"7621",2017,6000,37,"Diesel","Dealer","Automatic","First Owner",13.5,2987,254.79,5,620,2400,"Mercedes-Benz","Small",4
"7622",2016,475,45.63,"Petrol","Trustmark Dealer","Automatic","First Owner",18.9,1197,81.86,5,113,4000,"Hyundai","Small",5
"7623",2019,1125,3.5,"Petrol","Dealer","Automatic","First Owner",18.15,998,118.35,5,171,4000,"Hyundai","Small",2
"7624",2017,1650,52,"Petrol","Dealer","Automatic","First Owner",12,2354,187.4,5,226,4400,"Honda","Small",4
"7625",2019,740,35,"Diesel","Individual","Manual","First Owner",16.5,1493,70,7,195,2200,"Mahindra","Medium",2
"7626",2018,400,15,"Petrol","Individual","Manual","First Owner",18.15,1198,82,6,115,3600,"Mahindra","Medium",3
"7627",2018,430,14,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,90,3500,"Maruti","Small",3
"7628",2019,1132,20,"Petrol","Individual","Manual","First Owner",17,1197,110,5,200,3500,"Mahindra","Small",2
"7629",2017,352,68.85,"Petrol","Dealer","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",4
"7630",2016,253,45.77,"Petrol","Dealer","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",5
"7631",2012,80,70,"Petrol","Individual","Manual","Second Owner",16.2,995,62.1,5,90,4200,"Chevrolet","Small",9
"7632",2015,313,68.2,"Petrol","Dealer","Manual","First Owner",21.79,998,67.05,5,90,3500,"Maruti","Small",6
"7633",2014,380,30,"Petrol","Individual","Manual","Second Owner",18.9,1197,81.86,5,113,4000,"Hyundai","Small",7
"7634",2018,350,25,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",3
"7635",2016,600,90,"Diesel","Individual","Manual","Second Owner",19.87,1461,83.8,5,200,1750,"Renault","Small",5
"7636",2011,88,97.34,"Diesel","Dealer","Manual","First Owner",18.8,1248,90,5,200,3000,"Tata","Small",10
"7637",2008,160,70,"Petrol","Individual","Manual","Fourth & Above Owner",19.7,796,35,8,6,3000,"Maruti","Medium",13
"7638",2008,125,70,"Petrol","Individual","Manual","Fourth & Above Owner",18.672,1051,60.86,5.15,72.05,3362.5,"Maruti","Medium",13
"7639",2014,290,31,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",7
"7640",2014,650,70,"Diesel","Individual","Manual","First Owner",15.4,2179,120,7,280,2800,"Mahindra","Medium",7
"7641",2014,180,62,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",7
"7642",2008,75,29,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",13
"7643",2012,132,82.51,"Diesel","Dealer","Manual","First Owner",13.93,2179,138.03,7,320,2700,"Tata","Medium",9
"7644",2010,110,60,"Petrol","Individual","Manual","Second Owner",18.6,1199,79.4,5,108,4400,"Chevrolet","Small",11
"7645",2018,390,10,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,90,3500,"Maruti","Small",3
